,Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
2132,CHEYENNE   LLC,CAMEL FILTER BOX,CIGARETTES,46,8.63,8.52,387.95,-1.34,-5.24
2133,CHEYENNE   LLC,SLIM JIM GIANT,JERKY,46,1.13,2.09,96.14,45.77,44.01
2134,CHEYENNE   LLC,FY REG,FRITO LAYS,46,1.88,2.69,123.74,30.11,37.26
2135,CHEYENNE   LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,46,9.21,10.49,478.74,12.25,59.11
2136,CHEYENNE   LLC,DR PEPPER  BLACKBERRY NKO 20OZ,BEVERAGE : STANDARD,46,0.95,2.99,136.8,68.23,93.84
2137,CHEYENNE   LLC,BANG ANY MEANS ORANGE ENERGY DRINK CAN 16 OZ,BEVERAGE : STANDARD,46,1.52,3.19,146.74,52.35,76.82
2138,CHEYENNE   LLC,RED BULL AMBER EDITION STRAWBERRY APRICOT 12 OZ,BEVERAGE : STANDARD,46,2.0,3.99,183.54,49.93,91.64
2139,CHEYENNE   LLC,REDBULL SUMMER EDITION ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,46,1.47,3.29,151.34,55.36,83.78
2140,CHEYENNE   LLC,REDBULL SUGARFREE SUMMER EDITION ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,46,2.0,3.99,183.54,49.93,91.64
2141,CHEYENNE   LLC,RED BULL SUMMER WATERMELON 8.4OZ,BEVERAGE : STANDARD,46,1.41,3.29,151.34,57.13,86.46
2142,CHEYENNE   LLC,BIG HIGH THCA 2G DISPOSABLE CASE GUSHERS SATIVA,SMOKE SHOP,46,9.99,24.99,1149.54,60.02,690.0
2143,CHEYENNE   LLC,XHALE LIVE RESIN  LIQUID DIAMONDS  2G DISPOSABLE VAPE WHITE CHERRY GELATO (HYBRID),SMOKE SHOP,46,9.99,19.99,919.54,50.03,460.0
2144,CHEYENNE   LLC,GLACEAU SMARTWATER ALKALINE WITH ANTIOXIDANT 1 LTR,BEVERAGE : STANDARD,46,1.68,3.49,160.54,51.86,83.26
2145,CHEYENNE   LLC,SMOKE SHOP $10.99,SMOKE SHOP,46,3.99,10.99,478.54,63.69,322.0
2146,CHEYENNE   LLC,S099 (MC) SHOW WET FRUITY 5 PK,CIGAR & PAPER,46,0.91,1.49,68.54,38.88,26.65
2147,COLFAX   LLC,LOTERIA GRANDE,LOTTERY,46,5.0,5.0,230.0,0.0,0.0
2148,LITTLETON   LLC,GATORADE COOL BLUE 28 OZ,BEVERAGE : STANDARD,46,1.99,3.39,159.14,41.3,64.4
2149,LITTLETON   LLC,GATORADE LEMON LIME 20 OZ,BEVERAGE : STANDARD,46,0.67,2.99,137.54,77.49,106.59
2150,LITTLETON   LLC,COFFEE SMALL,COFFEE & TEA,46,1.13,1.89,86.94,40.21,34.96
2151,LITTLETON   LLC,ON NICOTINE POUCHES 4MG M,POUCH,46,5.3,6.79,311.94,21.97,68.63
2152,Zuni   LLC,SLIM JIM GIANT,JERKY,46,1.13,2.09,96.14,45.77,44.01
2153,Zuni   LLC,CHICKEN BOWL HOT&SPICY 3.,GROCERY,46,1.1,2.79,128.34,60.57,77.74
2154,Zuni   LLC,GATORADE COOL BLUE 20 OZ,BEVERAGE : STANDARD,46,0.67,2.99,137.54,77.49,106.59
2155,Zuni   LLC,CALYPSO SOUTHERN PEACH 16 OZ,BEVERAGE : STANDARD,46,1.65,3.09,142.14,46.47,66.05
2156,Zuni   LLC,BUTTERFINGER SHARE,CANDY : BARS,46,1.72,3.29,151.34,47.82,72.38
2157,Zuni   LLC,ZYN CHILL 3MG,POUCH,46,6.65,8.99,413.54,26.03,107.64
2158,Zuni   LLC,CORE POWER STRAWBERRY BANANA 26 G ZERO 14 OZ,BEVERAGE : STANDARD,46,2.6,4.69,215.74,44.47,95.95
2159,Zuni   LLC,HOSTESS CUPCAKES CHOC 2PK,BAKERY & PASTRY,46,1.72,2.99,137.54,42.59,58.58
2160,Zuni   LLC,HOSTESS COFFEE CAKE CINN-,BAKERY & PASTRY,46,1.72,2.99,137.54,42.6,58.59
2161,Zuni   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,46,3.29,5.69,261.74,42.12,110.25
2162,Golden LLC,NEWPORT NON-MENTHOL GOLD,CIGARETTES,46,9.81,11.35,517.11,13.54,70.7
2163,Golden LLC,GATORLYTE ZERO STRAWBERRY KIWI FRESA KIWI 20 OZ,BEVERAGE : STANDARD,46,1.92,3.79,174.34,49.32,85.98
2164,Golden LLC,DRPEP BLKBRY 20 OZ,BEVERAGE : STANDARD,46,1.61,2.99,137.54,46.14,63.46
2165,Golden LLC,5 HOUR ENERGY-ES STRAW-BA,COUNTER DISPLAY,46,2.16,4.89,224.94,55.83,125.58
2166,Golden LLC,CELSIUS ESSENTIALS FRUIT BURST 16 OZ,BEVERAGE : STANDARD,46,1.75,3.49,159.08,49.86,80.04
2167,CEDAR   LLC,HERSHEY ALMOND,CANDY : BARS,45,0.98,2.29,104.65,57.13,58.88
2168,CEDAR   LLC,BON APPETIT BANANA BREAD,BAKERY & PASTRY,45,1.87,3.19,143.55,41.3,59.29
2169,CEDAR   LLC,M & M MILK CHOC KING,CANDY : BARS,45,1.92,3.29,148.05,41.57,61.54
2170,CEDAR   LLC,GATORADE THIRST FROST GLACIER 28 OZ,BEVERAGE : STANDARD,45,1.99,3.39,155.35,41.3,63.0
2171,CEDAR   LLC,B.B. COOKIES N CREAM 14OZ,ICE CREAM,45,2.32,4.29,193.05,45.92,88.65
2172,CEDAR   LLC,B.B. CHAMP CONE CARAMEL 4,ICE CREAM,45,1.47,2.99,134.55,50.7,68.22
2173,CEDAR   LLC,GOLD PEAK UNSWEETENED 18.5 OZ,BEVERAGE : STANDARD,45,1.54,2.99,134.55,48.55,65.33
2174,CEDAR   LLC,RED BULL SUGARFREE 8.4 OZ,BEVERAGE : STANDARD,45,1.66,3.29,148.05,49.66,73.52
2175,CEDAR   LLC,SODA CAN,CANDY : NOVELTY,45,1.09,2.49,112.05,56.12,62.89
2176,CEDAR   LLC,LONGHORN LC WINTERGREEN,CHEW,45,4.45,5.19,233.55,14.3,33.39
2177,CEDAR   LLC,VITAMIN ENERGY TROPICAL GLACEAU 20 OZ,BEVERAGE : STANDARD,45,1.45,2.79,125.55,47.91,60.15
2178,CEDAR   LLC,BODY ARMOR ORANGE MANGO 28 OZ,BEVERAGE : STANDARD,45,1.75,3.49,155.35,49.86,78.3
2179,CEDAR   LLC,HOSTESS HAMBURGER BUNS 8C,GROCERY,45,2.73,4.59,206.55,40.58,83.81
2180,WHEAT   LLC,SWISHER TROPICAL TWIST,CIGAR & PAPER,45,1.31,1.99,89.55,34.19,30.62
2181,WHEAT   LLC,MARLBORO SMOOTH BOX,CIGARETTES,45,10.02,12.02,537.12,16.61,89.87
2182,HAWK   LLC,MG WHOLE 14 OZ ESL,REFRIGERATED,45,1.42,2.99,134.55,52.51,70.65
2183,HAWK   LLC,LA BAND TORTILLA FLOUR 8 IN PRESED 12 oz,FROZEN,45,1.98,3.29,148.05,39.68,58.76
2184,HAWK   LLC,HERSHEY MILK CHOCOLATE KI,CANDY : BARS,45,1.75,3.39,152.55,48.39,73.83
2185,HAWK   LLC,POWERADE MOUNTAIN BERRY BLAST SPORTS DRINK 28 OZ,BEVERAGE : STANDARD,45,1.41,2.99,128.55,52.82,71.07
2186,HAWK   LLC,MONSTER ENGRY JUICE MANGO LOCO 16 OZ,BEVERAGE : STANDARD,45,1.74,3.69,166.05,52.85,87.75
2187,HAWK   LLC,"$5 monopoly $100,000!",LOTTERY,45,5.0,5.0,225.0,0.0,0.0
2188,HAWK   LLC,JUUL PODS MENTHOL 5% 2.8M,VAPE : PRIMARY,45,22.32,29.19,1313.55,23.53,309.1
2189,HAWK   LLC,ON NICOTINE POUCHES 8MG C,POUCH,45,5.3,6.79,302.75,21.97,67.14
2190,CHEYENNE   LLC,BRISK STRAWBERRY MELON ICE TEA 1 LTR,BEVERAGE : STANDARD,45,1.2,2.19,98.55,45.21,44.55
2191,CHEYENNE   LLC,MDEW 2/12 PK 12 OZ,BEVERAGE : STANDARD,45,7.25,10.99,483.55,34.03,168.3
2192,CHEYENNE   LLC,CAMEL CRUSH MEN SILVER BO,CIGARETTES,45,8.45,9.32,414.65,9.32,39.11
2193,CHEYENNE   LLC,HOT PCKT PHILLY STK&CHSE,FROZEN,45,1.93,3.89,175.05,50.45,88.31
2194,CHEYENNE   LLC,DASANI WATER ZERO 20 OZ,BEVERAGE : STANDARD,45,0.88,2.19,98.55,59.82,58.95
2195,CHEYENNE   LLC,RED BULL SUGARFREE 8.4oz,BEVERAGE : STANDARD,45,1.41,3.29,148.05,57.13,84.58
2196,CHEYENNE   LLC,VITAMIN WATER 20 OZ,BEVERAGE : STANDARD,45,1.33,2.79,122.95,52.33,65.7
2197,CHEYENNE   LLC,GHOST ENERGY WELCHS GRAPE  16 OZ,BEVERAGE : STANDARD,45,2.0,3.89,175.05,48.59,85.05
2198,CHEYENNE   LLC,ON NICOTINE POUCHES 4MG W,POUCH,45,3.4,4.39,196.35,22.64,44.73
2199,CHEYENNE   LLC,HOSTESS CUPCAKES CHOC 2PK,BAKERY & PASTRY,45,1.72,2.99,134.55,42.59,57.3
2200,COLFAX   LLC,CHARMS BLOW POP ASSORTED,CANDY : BARS,45,0.16,0.39,23.87,58.59,10.28
2201,COLFAX   LLC,ELDORADO 1.0 LITER 12 PK,BEVERAGE : STANDARD,45,0.71,2.39,108.55,70.36,75.68
2202,COLFAX   LLC,$2.29 DERRINGER FIL CGR PEACH,CIGAR & PAPER,45,1.6,2.29,103.05,29.96,30.87
2203,LITTLETON   LLC,PEPSI DIET 20 OZ,BEVERAGE : STANDARD,45,1.61,2.99,134.55,46.14,62.08
2204,LITTLETON   LLC,GATORADE THIRST GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,45,1.99,3.39,153.55,41.3,63.0
2205,Zuni   LLC,CAMEL CRUSH MENTHOL BOX,CIGARETTES,45,10.27,10.81,503.83,4.99,24.26
2206,Zuni   LLC,GUMMI SOUR BRITE OCTOPUS,CANDY : BOX & PEG,45,1.53,3.39,152.55,54.94,83.81
2207,Zuni   LLC,TROJAN CONDOM MAGNUM LUB,HBC,45,1.33,5.29,238.05,74.89,178.28
2208,Zuni   LLC,S099 (MC) SWISHER LEAF 3CT HONEY,CIGAR & PAPER,45,3.12,4.99,220.85,37.49,84.2
2209,Zuni   LLC,MARLBORO RED LABEL BOX,CIGARETTES,45,9.92,11.39,509.49,12.94,66.33
2210,Zuni   LLC,SKITTLES SOUR SHARE SIZE,CANDY : BARS,45,1.92,3.29,148.05,41.57,61.54
2211,Zuni   LLC,GATORADE WATER 700 ML,BEVERAGE : STANDARD,45,1.42,2.99,134.55,52.62,70.8
2212,Zuni   LLC,B&M SWEETS WT NICE 25CT,CIGAR & PAPER,45,1.48,1.79,80.55,17.27,13.91
2213,Zuni   LLC,B.B. CHAMP CONE-VANILLA 4,ICE CREAM,45,1.47,2.99,134.55,50.7,68.22
2214,Zuni   LLC,BIG RED 20 OZ,BEVERAGE : STANDARD,45,1.28,2.79,125.55,54.3,68.18
2215,Zuni   LLC,$10 decade,LOTTERY,45,0.17,10.0,450.0,98.33,442.5
2216,Zuni   LLC,"$20 monopoly $1,000,000!",LOTTERY,45,20.0,20.0,900.0,0.0,0.0
2217,Zuni   LLC,YUP WHITE MILK ZERO 14 OZ,BEVERAGE : STANDARD,45,1.74,2.79,125.55,37.66,47.29
2218,Zuni   LLC,BEATBOX BLUE RAZZBERRY 500 ML,LIQUOR,45,2.97,4.99,224.55,40.55,91.05
2219,Zuni   LLC,CON NBRW MIXED PACK - BERRY 12 OZ,BEVERAGE : SPECIALITY,45,4.0,6.69,301.05,40.22,121.09
2220,Zuni   LLC,CELSIUS PEACH VIBE 12 OZ,BEVERAGE : STANDARD,45,1.52,2.99,134.55,49.14,66.11
2221,BOULDER   LLC,STELLA ARTIOS 25 OZ,BEER,45,2.65,3.99,179.55,33.5,60.15
2222,BOULDER   LLC,AMERICAN SPIRIT 85 BOX OR,CIGARETTES,45,10.85,12.61,565.14,13.96,79.2
2223,BOULDER   LLC,GATORADE ZERO ORANGE 28 OZ,BEVERAGE : STANDARD,45,1.99,3.39,155.95,41.3,63.0
2224,BOULDER   LLC,GATORADE WATER 1 LTR,BEVERAGE : STANDARD,45,1.58,3.99,179.55,60.32,108.3
2225,BOULDER   LLC,MONSTER ULTRA STRAWBERRY DREAM ZERO 16 OZ,BEVERAGE : STANDARD,45,1.74,3.59,160.71,51.53,83.25
2226,BOULDER   LLC,CRUSH ORANGE 20 OZ,BEVERAGE : STANDARD,45,1.55,2.99,134.55,48.09,64.71
2227,BOULDER   LLC,SQUIRT 20 OZ,BEVERAGE : STANDARD,45,1.28,2.79,125.55,54.3,68.18
2228,BOULDER   LLC,MIKE HARDER LEMONADE 23.5 OZ,BEER,45,2.65,4.59,206.55,42.18,87.12
2229,BOULDER   LLC,BAREBELLS BAR CARAMEL CAS,PROTEIN BARS,45,2.04,4.29,192.45,52.56,101.48
2230,Golden LLC,TOPO CHICO STRAWBERRY GUAVA 24 OZ,BEER,45,2.65,3.49,157.05,24.07,37.8
2231,Golden LLC,NT CS HOT FRIES,FRITO LAYS,45,2.0,2.99,134.55,33.11,44.55
2232,Golden LLC,LB LMO,FRITO LAYS,45,1.88,2.69,121.05,30.11,36.45
2233,Golden LLC,FANTA PINEAPPLE SODA 20 OZ,BEVERAGE : STANDARD,45,1.28,2.99,134.55,57.15,76.9
2234,Golden LLC,GATORLYTE ZERO LEMON LIME LIMA LIMON 20 OZ,BEVERAGE : STANDARD,45,1.92,3.79,170.55,49.32,84.11
2235,Golden LLC,GATORADE FIERCE STRAWBERRY 28 OZ,BEVERAGE : STANDARD,45,1.99,3.39,153.35,41.3,63.0
2236,Golden LLC,MONSTER PIPELINE PUNCH 16 OZ,BEVERAGE : STANDARD,45,1.74,3.59,161.55,51.53,83.25
2237,Golden LLC,MONSTER ULTRA FANTASY RUBY RED 16 OZ,BEVERAGE : STANDARD,45,1.74,3.59,161.55,51.53,83.25
2238,Golden LLC,RED BULL SUMMER/ AMBER LS 8.4 OZ,BEVERAGE : STANDARD,45,1.52,3.29,148.05,53.77,79.61
2239,Golden LLC,MIKE HARDER LEMONADE 23.5 OZ,BEER,45,2.65,4.59,206.55,42.18,87.12
2240,Golden LLC,CORE POWER STRAWBERRY BANANA 26 G ZERO 14 OZ,BEVERAGE : STANDARD,45,2.6,4.69,211.05,44.47,93.87
2241,CEDAR   LLC,LIFE WATER 700 ML,BEVERAGE : STANDARD,44,1.61,2.89,127.16,44.2,56.21
2242,CEDAR   LLC,LIFE PREMIUM WATER 12 OZ,BEVERAGE : STANDARD,44,1.25,2.69,118.36,53.53,63.36
2243,CEDAR   LLC,CAMEL CRUSH MENTHOL BOX,CIGARETTES,44,10.27,10.81,471.92,4.99,23.72
2244,CEDAR   LLC,21 CT LB BBQ,FRITO LAYS,44,1.88,2.69,118.36,30.11,35.64
2245,CEDAR   LLC,PEACE TEA RAZZLEBR 23 OZ,BEVERAGE : STANDARD,44,1.1,2.19,96.36,49.62,47.81
2246,CEDAR   LLC,GATORADE LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,44,1.99,3.39,150.56,41.3,61.6
2247,CEDAR   LLC,ZOTZ STRIN  CHERRY-APPLE,CANDY : NOVELTY,44,0.24,0.99,43.56,75.34,32.82
2248,CEDAR   LLC,CRUSH ORANGE 20 OZ,BEVERAGE : STANDARD,44,1.55,2.99,131.56,48.09,63.27
2249,CEDAR   LLC,GUMMI NERDS GUMMY CLUSTER,CANDY : BOX & PEG,44,2.16,4.89,215.16,55.85,120.16
2250,CEDAR   LLC,SOUR FLUSH,CANDY : NOVELTY,44,1.09,2.49,109.56,56.12,61.49
2251,CEDAR   LLC,"$50, $100 AND $500 BLOWOUT",LOTTERY,44,10.0,10.0,440.0,0.0,0.0
2252,CEDAR   LLC,ROCKSTAR ENR BOMWS 16 OZ,BEVERAGE : STANDARD,44,1.63,3.29,144.76,50.48,73.08
2253,WHEAT   LLC,MDEW BAJA BLAST 20 OZ,BEVERAGE : STANDARD,44,1.61,2.99,131.56,46.14,60.7
2254,WHEAT   LLC,PEPSI DIET 20 OZ,BEVERAGE : STANDARD,44,1.61,2.99,131.56,46.14,60.7
2255,WHEAT   LLC,MARLBORO MENTHOL SILVER P,CIGARETTES,44,10.02,12.02,523.21,16.61,87.87
2256,WHEAT   LLC,DR PEPPER 1 LTR,BEVERAGE : STANDARD,44,2.02,3.59,157.96,43.73,69.08
2257,HAWK   LLC,PEPSI WILD CHERRY CAN 16 OZ,BEVERAGE : STANDARD,44,1.38,2.49,109.56,44.61,48.88
2258,HAWK   LLC,HARIBO PEACHES 5 OZ,CANDY : BOX & PEG,44,1.33,3.09,135.96,57.04,77.55
2259,HAWK   LLC,B.B. COOKIES N CREAM 14 OZ,ICE CREAM,44,2.32,4.29,188.76,45.92,86.68
2260,HAWK   LLC,PIZZA 4 MEAT 12IN TOMBSTO,FROZEN,44,5.59,10.99,483.56,49.14,237.6
2261,HAWK   LLC,DR PEPPER CRM 20 OZ,BEVERAGE : STANDARD,44,1.61,3.09,135.96,47.88,65.1
2262,HAWK   LLC,NAKED JUICE GREEN MACHINE 15.2 OZ,BEVERAGE : STANDARD,44,3.16,4.99,219.56,36.75,80.69
2263,HAWK   LLC,DYNAMITE CROSSWORD,LOTTERY,44,5.0,5.0,220.0,0.0,0.0
2264,HAWK   LLC,LA FAVORITA BURRITOS EGG & PORK 6 OZ,FROZEN,44,2.18,3.99,175.56,45.36,79.64
2265,HAWK   LLC,EG  HARD BOILED PEELED 2,REFRIGERATED,44,1.14,2.29,100.76,50.09,50.47
2266,HAWK   LLC,ZIG ZAG STRAWBERRY BASH WRAP 25/2CT,CIGAR & PAPER,44,0.96,1.59,69.96,39.65,27.74
2267,HAWK   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,44,1.72,3.19,140.36,46.14,64.77
2268,CHEYENNE   LLC,STRBK FRAPPUCCINO CARAMEL 13.7 OZ,BEVERAGE : STANDARD,44,2.62,4.39,213.32,40.39,78.03
2269,CHEYENNE   LLC,STRBK DOUBLESHOT WHITE CHOCOLATE 15 OZ,BEVERAGE : STANDARD,44,2.62,4.49,197.56,41.72,82.43
2270,CHEYENNE   LLC,LUCKY STRIKE GOLD 100 FIL,CIGARETTES,44,6.66,6.6,288.96,-0.83,-2.42
2271,CHEYENNE   LLC,NAB RITZ W/ PEANUT BUTTER,SALTY SNACKS,44,0.51,1.19,52.36,57.56,30.14
2272,CHEYENNE   LLC,SNICKERS BIG ONE ICE 2.8 OZ,ICE CREAM,44,1.43,3.59,157.96,60.17,95.04
2273,CHEYENNE   LLC,AM STAR 1 GALLON DRINKING,BEVERAGE : STANDARD,44,1.51,3.99,175.56,62.07,108.97
2274,COLFAX   LLC,AQUAFINA WATER 20 OZ,BEVERAGE : STANDARD,44,1.15,2.29,105.34,49.78,50.16
2275,COLFAX   LLC,CAMEL BLUE BOX,CIGARETTES,44,10.27,10.41,455.21,1.34,6.12
2276,LITTLETON   LLC,MDEW DIET 20 OZ,BEVERAGE : STANDARD,44,1.61,2.99,131.56,46.14,60.7
2277,LITTLETON   LLC,LIGHTER BIC MINI LCJ 50 CT,COUNTER DISPLAY,44,0.84,2.19,96.36,61.65,59.41
2278,LITTLETON   LLC,RED BULL WILD BERRIES 12 OZ,BEVERAGE : STANDARD,44,2.07,3.99,175.56,48.1,84.44
2279,LITTLETON   LLC,VITAMIN XXX BLUEBERRY POMEGRANATE 20 OZ,BEVERAGE : STANDARD,44,1.45,2.79,122.76,47.91,58.81
2280,Zuni   LLC,MOUNTAIN DEW CODE RED 1 LTR,BEVERAGE : STANDARD,44,2.02,3.59,157.96,43.73,69.08
2281,Zuni   LLC,P-RIDGE GOLDFISH CHDR 2.6,SALTY SNACKS,44,1.18,2.69,118.36,56.23,66.55
2282,Zuni   LLC,MINUTE MAID 100% ORANGE JUICE 12 OZ BOTTLE,BEVERAGE : STANDARD,44,1.54,2.99,131.56,48.54,63.86
2283,Zuni   LLC,D.MIGUEL BOMB BF/BN/G-CHI,FROZEN,44,2.61,4.79,210.76,45.51,95.92
2284,Zuni   LLC,M & M PEANUT BUTTER KING,CANDY : BARS,44,1.92,3.29,144.76,41.57,60.17
2285,Zuni   LLC,LUCKY STRIKE GOLD KING FI,CIGARETTES,44,8.3,7.79,341.44,-6.53,-22.4
2286,Zuni   LLC,HOT PCKT HAM & CHEESE 8/O,FROZEN,44,1.93,3.89,171.16,50.45,86.35
2287,Zuni   LLC,GATORADE WATER 1 LTR,BEVERAGE : STANDARD,44,1.58,3.99,175.56,60.32,105.89
2288,Zuni   LLC,CRUSH GRAPE 20 OZ,BEVERAGE : STANDARD,44,1.55,2.99,131.56,48.09,63.27
2289,Zuni   LLC,NASTY TEA ORANGE 24 OZ,BEER,44,2.65,3.99,175.56,33.58,58.96
2290,Zuni   LLC,ELECTROLIT BEVERAGE ORANGE 21 OZ,BEVERAGE : STANDARD,44,1.92,3.79,166.76,49.43,82.43
2291,Zuni   LLC,ELECTROLIT BLUE RASPBERRY 21 OZ,BEVERAGE : STANDARD,44,1.92,3.79,166.76,49.43,82.43
2292,BOULDER   LLC,MDEW BAJA BLAST 20 OZ,BEVERAGE : STANDARD,44,1.61,2.99,131.56,46.14,60.7
2293,BOULDER   LLC,PEPSI DIET 20 OZ,BEVERAGE : STANDARD,44,1.61,2.99,131.56,46.14,60.7
2294,BOULDER   LLC,CT HOT,FRITO LAYS,44,1.88,2.69,118.36,30.11,35.64
2295,BOULDER   LLC,HONEY STICKS,COUNTER DISPLAY,44,0.22,0.59,25.96,62.71,16.28
2296,BOULDER   LLC,WHITE CLAW HARD SELTZER SURGE PINEAPPLE 19.2 OZ,BEER,44,2.65,4.59,201.96,42.18,85.18
2297,BOULDER   LLC,CELSIUS RAZBERRY LEMON 12 OZ,BEVERAGE : STANDARD,44,1.52,2.99,131.56,49.14,64.64
2298,Golden LLC,CT HOT,FRITO LAYS,44,1.88,2.69,118.36,30.11,35.64
2299,Golden LLC,PLANTER TUBE NUTS HEAT 1.,NUTS & SEEDS,44,0.39,0.69,34.96,44.12,13.4
2300,Golden LLC,BON APPETIT CHEESE CAKE 4,BAKERY & PASTRY,44,1.87,3.19,140.36,41.3,57.97
2301,Golden LLC,TWISTED TEA 1 PK 24 OZ,BEER,44,2.65,4.59,201.96,42.27,85.36
2302,Golden LLC,WHITE CLAW WATERMELON 19.2 OZ,BEER,44,2.65,4.59,201.96,42.18,85.18
2303,Golden LLC,"$1,000,000 GOLD RUSH",LOTTERY,44,20.0,20.0,880.0,0.0,0.0
2304,Golden LLC,ROGUE POUCH SPEARMINT 6MG,POUCH,44,6.42,8.19,360.36,21.61,77.88
2305,Golden LLC,HOSTESS DONETTES GLAZED 6,BAKERY & PASTRY,44,1.72,2.99,131.56,42.54,55.97
2306,Golden LLC,CELSIUS GRAPE RUSH 12 OZ,BEVERAGE : STANDARD,44,1.52,2.99,131.07,49.14,64.64
2307,Golden LLC,CELSIUS RAZBERRY LEMON 12 OZ,BEVERAGE : STANDARD,44,1.52,2.99,131.56,49.14,64.64
2308,Golden LLC,CELSIUS ARCTIC VIBE 12/12 OZ,BEVERAGE : STANDARD,44,1.52,2.99,131.56,49.14,64.64
2309,Golden LLC,VINUT 100% JUICE WATERMELOM 16 OZ /24PK,BEVERAGE : STANDARD,44,1.5,2.99,152.06,49.85,65.58
2310,Golden LLC,VITA COCO PURECOCPET 16.9 OZ,BEVERAGE : STANDARD,44,2.21,3.99,175.56,44.65,78.39
2311,CEDAR   LLC,BRISK FRUIT PUNCH 1 LTR,BEVERAGE : STANDARD,43,1.12,2.19,98.55,48.86,46.01
2312,CEDAR   LLC,TOPO CHICO LIME WITH MINT 12 OZ,BEVERAGE : STANDARD,43,1.0,1.99,84.37,49.52,42.38
2313,CEDAR   LLC,MT FY RE,FRITO LAYS,43,3.83,5.19,223.17,26.2,58.48
2314,CEDAR   LLC,KBLR CHEESE & PNT BTR SND,SALTY SNACKS,43,0.6,1.39,59.77,57.13,34.15
2315,CEDAR   LLC,HARIBO GOLD BEARS 5OZ,CANDY : BOX & PEG,43,1.33,2.99,128.57,55.6,71.49
2316,CEDAR   LLC,CALYPSO TROPICAL TANAO LEMONDE 12/16,BEVERAGE : STANDARD,43,1.65,3.09,132.87,46.47,61.74
2317,CEDAR   LLC,$500 FRENZY,LOTTERY,43,0.0,10.0,430.0,100.0,430.0
2318,CEDAR   LLC,FREAL MILKSHAKE CHOC CHIL,F'REAL,43,2.32,4.69,201.67,50.44,101.73
2319,WHEAT   LLC,PEPSI WILD CHERRY 16 OZ,BEVERAGE : STANDARD,43,1.38,2.39,100.07,42.29,43.47
2320,WHEAT   LLC,MARLBORO BLACK 100 BOX,CIGARETTES,43,9.46,9.05,387.11,-4.56,-17.76
2321,WHEAT   LLC,RED BULL SUMMER EDITION ENERGY DRIMK 12 OZ,BEVERAGE : STANDARD,43,2.06,3.99,171.57,48.36,82.97
2322,WHEAT   LLC,VITAMIN ENERGY TROPICAL GLACEAU 20 oz,BEVERAGE : STANDARD,43,1.45,2.79,119.97,47.91,57.48
2323,HAWK   LLC,PAYDAY KING,CANDY : BARS,43,1.75,3.39,145.77,48.39,70.55
2324,HAWK   LLC,TOPO CHICO MINERAL WATER 11.5OZ,BEVERAGE : STANDARD,43,1.35,3.19,123.87,57.68,79.12
2325,HAWK   LLC,D.MIGUEL SAUS/EGG BURRITO,FROZEN,43,2.08,3.39,145.77,38.52,56.15
2326,HAWK   LLC,BON APPETIT CHOCOLATE DON,BAKERY & PASTRY,43,1.87,3.89,167.27,51.96,86.92
2327,HAWK   LLC,DEX XXL CHICKEN & CHEESE,REFRIGERATED,43,3.24,5.39,231.77,39.86,92.38
2328,HAWK   LLC,S199 (MC) DAISY SOUR CREAM 16 OZ,REFRIGERATED,43,3.29,5.99,257.57,45.08,116.1
2329,HAWK   LLC,TURKEY CRK PRK SKN HOT 2/,SALTY SNACKS,43,1.03,2.39,102.77,56.94,58.52
2330,HAWK   LLC,5 HOUR ENERGY-POMEGRANATE,COUNTER DISPLAY,43,1.92,4.29,184.47,55.32,102.06
2331,HAWK   LLC,BUCKED UP MIAMI 12 DSP 16 OZ,BEVERAGE : STANDARD,43,1.88,3.89,167.27,51.8,86.65
2332,HAWK   LLC,NOS HIGH PERFORMANCE ENERGY 16 OZ,BEVERAGE : STANDARD,43,1.72,3.69,158.07,53.3,84.57
2333,CHEYENNE   LLC,MONSTER ENERGY ULTRA SUNRISE ZERO 16 OZ,BEVERAGE : STANDARD,43,1.68,3.59,154.37,53.2,82.13
2334,CHEYENNE   LLC,MONSTER KILLER BREW MEAN BEAN 15 OZ,BEVERAGE : STANDARD,43,1.95,3.79,162.97,48.55,79.12
2335,CHEYENNE   LLC,DR PEPPER CRM 20 OZ,BEVERAGE : STANDARD,43,1.44,2.99,128.57,52.01,66.87
2336,CHEYENNE   LLC,ARIZONA FRUIT PUNCH 22OZ,BEVERAGE : STANDARD,43,0.87,1.99,85.57,56.32,48.2
2337,CHEYENNE   LLC,XHALE LIVE RESIGN LIQUID DIAMONDS  2G PEN CASE TRUE OG (INDICA),SMOKE SHOP,43,9.99,19.99,859.57,50.03,430.0
2338,CHEYENNE   LLC,CELSIUS PEACH MANGO 12oz,BEVERAGE : STANDARD,43,1.59,2.99,128.57,46.82,60.2
2339,COLFAX   LLC,PEPSI 20 OZ,BEVERAGE : STANDARD,43,1.61,2.99,128.97,46.14,59.32
